,key,rule,severity,component,project,hash,textRange,flows,resolution,status,message,effort,debt,author,tags,creationDate,updateDate,closeDate,type,scope,quickFixAvailable,messageFormattings,codeVariants,cleanCodeAttribute,cleanCodeAttributeCategory,impacts,issueStatus,prioritizedRule,line
20,001ae771-b7ec-4385-83fb-4f5bf6e19488,python:S116,MINOR,apache-infrastructure-asfpy:asfpy/ldapadmin.py,apache-infrastructure-asfpy,19eb1595bd07fc241c857ce8e04e6d0e,"{'startLine': 261, 'endLine': 261, 'startOffset': 17, 'endOffset': 24}",[],,OPEN,"Rename this field ""isAdmin"" to match the regular expression ^[_a-z][_a-z0-9]*$.",2min,2min,humbedooh@apache.org,['convention'],2022-07-30T13:47:25,2023-07-10T11:26:04,,CODE_SMELL,MAIN,False,[],[],IDENTIFIABLE,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,False,261.0
21,57fc62a0-544a-45f3-bcbe-e95e067abeb7,python:S117,MINOR,apache-infrastructure-asfpy:asfpy/ldapadmin.py,apache-infrastructure-asfpy,dce2ed8ab21ab356a7372fe9eeea9e0a,"{'startLine': 318, 'endLine': 318, 'startOffset': 8, 'endOffset': 17}",[],,OPEN,"Rename this parameter ""forcePass"" to match the regular expression ^[_a-z][a-z0-9_]*$.",2min,2min,humbedooh@apache.org,['convention'],2022-07-30T13:47:25,2023-07-10T11:26:04,,CODE_SMELL,MAIN,False,[],[],IDENTIFIABLE,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,False,318.0
22,94bb03d4-d97f-424b-aadc-0fac1afa666f,python:S117,MINOR,apache-infrastructure-asfpy:asfpy/ldapadmin.py,apache-infrastructure-asfpy,702241c7d1e3bb34861793ebc445b5bd,"{'startLine': 319, 'endLine': 319, 'startOffset': 8, 'endOffset': 18}",[],,OPEN,"Rename this parameter ""requireTwo"" to match the regular expression ^[_a-z][a-z0-9_]*$.",2min,2min,humbedooh@apache.org,['convention'],2022-07-30T13:47:25,2023-07-10T11:26:04,,CODE_SMELL,MAIN,False,[],[],IDENTIFIABLE,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,False,319.0
23,87c44a61-2a62-40d8-8924-7fd06bac5dc6,python:S117,MINOR,apache-infrastructure-asfpy:asfpy/ldapadmin.py,apache-infrastructure-asfpy,04ee61cafcae362a1c2fb27410fed8ff,"{'startLine': 352, 'endLine': 352, 'startOffset': 8, 'endOffset': 17}",[],,OPEN,"Rename this local variable ""givenName"" to match the regular expression ^[_a-z][a-z0-9_]*$.",2min,2min,humbedooh@apache.org,['convention'],2022-07-30T13:47:25,2023-07-10T11:26:04,,CODE_SMELL,MAIN,False,[],[],IDENTIFIABLE,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,False,352.0
24,7a6c1422-ea40-4f9d-a943-5a8eec653785,python:S117,MINOR,apache-infrastructure-asfpy:asfpy/ldapadmin.py,apache-infrastructure-asfpy,cf68f291a2c5484aedce51340b0c2175,"{'startLine': 353, 'endLine': 353, 'startOffset': 8, 'endOffset': 15}",[],,OPEN,"Rename this local variable ""surName"" to match the regular expression ^[_a-z][a-z0-9_]*$.",2min,2min,humbedooh@apache.org,['convention'],2022-07-30T13:47:25,2023-07-10T11:26:04,,CODE_SMELL,MAIN,False,[],[],IDENTIFIABLE,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,False,353.0
25,de87de24-7bad-4d79-818b-90e1d457dbc4,python:S1481,MINOR,apache-infrastructure-asfpy:asfpy/ldapadmin.py,apache-infrastructure-asfpy,bc908a9997d95a2d12a109b9a3c9d422,"{'startLine': 363, 'endLine': 363, 'startOffset': 83, 'endOffset': 84}",[],,OPEN,"Replace the unused loop index ""i"" with ""_"".",5min,5min,humbedooh@apache.org,['unused'],2022-07-30T13:47:25,2023-07-10T11:26:04,,CODE_SMELL,MAIN,False,[],[],CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",OPEN,False,363.0
26,24443552-41dc-4d8f-9240-cbc911233f61,python:S112,MAJOR,apache-infrastructure-asfpy:asfpy/messaging.py,apache-infrastructure-asfpy,16173039212f2883023a1bb3a553a706,"{'startLine': 93, 'endLine': 93, 'startOffset': 14, 'endOffset': 52}",[],FIXED,CLOSED,Replace this generic exception class with a more specific one.,20min,20min,humbedooh@apache.org,"['cwe', 'error-handling']",2022-07-30T13:47:25,2022-10-03T12:02:36,2022-10-03T12:02:36,CODE_SMELL,MAIN,False,[],[],COMPLETE,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",FIXED,False,
27,f032ad1e-fa37-4e92-a74b-d3763f41ada4,python:S112,MAJOR,apache-infrastructure-asfpy:asfpy/messaging.py,apache-infrastructure-asfpy,133fd010c132c3221483ed066b7317a5,"{'startLine': 113, 'endLine': 113, 'startOffset': 14, 'endOffset': 73}",[],FIXED,CLOSED,Replace this generic exception class with a more specific one.,20min,20min,humbedooh@apache.org,"['cwe', 'error-handling']",2022-07-30T13:47:25,2023-03-23T17:47:53,2023-03-23T17:47:53,CODE_SMELL,MAIN,False,[],[],COMPLETE,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",FIXED,False,
28,5314acba-049e-4fb3-a89d-17de00cc5d19,python:S3776,CRITICAL,apache-infrastructure-asfpy:asfpy/pubsub.py,apache-infrastructure-asfpy,beec704208f415a73686495a33892c5a,"{'startLine': 184, 'endLine': 184, 'startOffset': 4, 'endOffset': 18}","[{'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/pubsub.py', 'textRange': {'startLine': 191, 'endLine': 191, 'startOffset': 4, 'endOffset': 9}, 'msg': '+1', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/pubsub.py', 'textRange': {'startLine': 192, 'endLine': 192, 'startOffset': 8, 'endOffset': 10}, 'msg': '+2 (incl 1 for nesting)', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/pubsub.py', 'textRange': {'startLine': 195, 'endLine': 195, 'startOffset': 8, 'endOffset': 13}, 'msg': '+2 (incl 1 for nesting)', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/pubsub.py', 'textRange': {'startLine': 200, 'endLine': 200, 'startOffset': 16, 'endOffset': 18}, 'msg': '+3 (incl 2 for nesting)', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/pubsub.py', 'textRange': {'startLine': 203, 'endLine': 203, 'startOffset': 16, 'endOffset': 18}, 'msg': '+3 (incl 2 for nesting)', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/pubsub.py', 'textRange': {'startLine': 205, 'endLine': 205, 'startOffset': 12, 'endOffset': 18}, 'msg': '+3 (incl 2 for nesting)', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/pubsub.py', 'textRange': {'startLine': 209, 'endLine': 209, 'startOffset': 12, 'endOffset': 14}, 'msg': '+3 (incl 2 for nesting)', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/pubsub.py', 'textRange': {'startLine': 210, 'endLine': 210, 'startOffset': 16, 'endOffset': 18}, 'msg': '+4 (incl 3 for nesting)', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/pubsub.py', 'textRange': {'startLine': 215, 'endLine': 215, 'startOffset': 12, 'endOffset': 15}, 'msg': '+2 (incl 1 for nesting)', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/pubsub.py', 'textRange': {'startLine': 218, 'endLine': 218, 'startOffset': 16, 'endOffset': 18}, 'msg': '+3 (incl 2 for nesting)', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/pubsub.py', 'textRange': {'startLine': 221, 'endLine': 221, 'startOffset': 20, 'endOffset': 26}, 'msg': '+4 (incl 3 for nesting)', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/pubsub.py', 'textRange': {'startLine': 222, 'endLine': 222, 'startOffset': 24, 'endOffset': 26}, 'msg': '+5 (incl 4 for nesting)', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/pubsub.py', 'textRange': {'startLine': 226, 'endLine': 226, 'startOffset': 20, 'endOffset': 22}, 'msg': '+4 (incl 3 for nesting)', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/pubsub.py', 'textRange': {'startLine': 226, 'endLine': 226, 'startOffset': 31, 'endOffset': 34}, 'msg': '+1', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/pubsub.py', 'textRange': {'startLine': 228, 'endLine': 228, 'startOffset': 20, 'endOffset': 22}, 'msg': '+4 (incl 3 for nesting)', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/pubsub.py', 'textRange': {'startLine': 235, 'endLine': 235, 'startOffset': 8, 'endOffset': 14}, 'msg': '+2 (incl 1 for nesting)', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/pubsub.py', 'textRange': {'startLine': 236, 'endLine': 236, 'startOffset': 12, 'endOffset': 14}, 'msg': '+3 (incl 2 for nesting)', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/pubsub.py', 'textRange': {'startLine': 239, 'endLine': 239, 'startOffset': 8, 'endOffset': 10}, 'msg': '+2 (incl 1 for nesting)', 'msgFormattings': []}]}]",,OPEN,Refactor this function to reduce its Cognitive Complexity from 51 to the 15 allowed.,41min,41min,humbedooh@apache.org,['brain-overload'],2022-07-30T13:47:25,2022-08-04T04:26:31,,CODE_SMELL,MAIN,False,[],[],FOCUSED,ADAPTABLE,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,False,184.0
29,508e896b-a164-4740-833b-d157cab8f013,python:S1066,MAJOR,apache-infrastructure-asfpy:asfpy/pubsub.py,apache-infrastructure-asfpy,0ed534d769e4b14dc1116d6d25bf724c,"{'startLine': 210, 'endLine': 210, 'startOffset': 16, 'endOffset': 18}","[{'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/pubsub.py', 'textRange': {'startLine': 209, 'endLine': 209, 'startOffset': 12, 'endOffset': 14}, 'msg': 'enclosing', 'msgFormattings': []}]}]",,OPEN,Merge this if statement with the enclosing one.,5min,5min,humbedooh@apache.org,['clumsy'],2022-07-30T13:47:25,2022-08-04T04:26:31,,CODE_SMELL,MAIN,False,[],[],CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",OPEN,False,210.0
30,19d79c01-7cf4-43df-84bf-a98eddfc42e1,python:S1192,CRITICAL,apache-infrastructure-asfpy:asfpy/sqlite.py,apache-infrastructure-asfpy,a0538c583edd74864e787cf9e8ae7027,"{'startLine': 67, 'endLine': 67, 'startOffset': 30, 'endOffset': 40}","[{'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/sqlite.py', 'textRange': {'startLine': 126, 'endLine': 126, 'startOffset': 32, 'endOffset': 42}, 'msg': 'Duplication', 'msgFormattings': []}]}, {'locations': [{'component': 'apache-infrastructure-asfpy:asfpy/sqlite.py', 'textRange': {'startLine': 150, 'endLine': 150, 'startOffset': 34, 'endOffset': 44}, 'msg': 'Duplication', 'msgFormattings': []}]}]",,OPEN,"Define a constant instead of duplicating this literal ""`%s` = ?"" 3 times.",6min,6min,humbedooh@apache.org,['design'],2022-07-30T13:47:25,2022-08-04T04:26:31,,CODE_SMELL,MAIN,False,[],[],DISTINCT,ADAPTABLE,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",OPEN,False,67.0
